Publication Type,Authors,Book Authors,Book Editors,Book Group Authors,Author Full Names,Book Author Full Names,Group Authors,Article Title,Source Title,Book Series Title,Book Series Subtitle,Language,Document Type,Conference Title,Conference Date,Conference Location,Conference Sponsor,Conference Host,Author Keywords,Keywords Plus,Abstract,Addresses,Reprint Addresses,Email Addresses,Researcher Ids,ORCIDs,Funding Orgs,Funding Text,Cited References,Cited Reference Count,"Times Cited, WoS Core","Times Cited, All Databases",180 Day Usage Count,Since 2013 Usage Count,Publisher,Publisher City,Publisher Address,ISSN,eISSN,ISBN,Journal Abbreviation,Journal ISO Abbreviation,Publication Date,Publication Year,Volume,Issue,Part Number,Supplement,Special Issue,Meeting Abstract,Start Page,End Page,Article Number,DOI,Book DOI,Early Access Date,Number of Pages,WoS Categories,Research Areas,IDS Number,UT (Unique WOS ID),Pubmed Id,Open Access Designations,Highly Cited Status,Hot Paper Status,Date of Export,...68
J,"Hoefling, A; Strack, F",NA,NA,NA,"Hoefling, Atilla; Strack, Fritz",NA,NA,Hunger induced changes in food choice. When beggars cannot be choosers even if they are allowed to choose,APPETITE,NA,NA,English,Article,NA,NA,NA,NA,NA,Food deprivation; Food choice; Food preferences; Taste preferences; Conjoint analysis,GENDER-DIFFERENCES; EATING RESPONSES; TASTE ATTITUDES; DINNER MEALS; HEALTH; DEPRIVATION; CONSUMERS; BEHAVIOR; MOTIVES; HUMANS,"The present work was to examine the influence of food deprivation on food choice. For this purpose hungry versus satiated subjects were presented with a series of choices between two snacks in a complete block design of pairwise comparisons. Snacks systematically varied with respect to subjects' idiosyncratic taste preferences (preferred versus un-preferred snack), portion size (large portion versus very small portion), and availability in terms of time (immediately available versus available only after a substantial time delay). Food choices were analyzed with a conjoint analysis which corroborated the assumption that food deprivation decreases the relative importance of taste preference and increases the importance of immediate availability of food. (C) 2010 Elsevier Ltd. All rights reserved.","[Hoefling, Atilla; Strack, Fritz] Univ Wurzburg, Dept Psychol, D-97070 Wurzburg, Germany","Hoefling, A (corresponding author), Univ Wurzburg, Dept Psychol, Rontgenring 10, D-97070 Wurzburg, Germany.",hoefling@psychologie.uni-wuerzburg.de,NA,NA,NA,NA,NA,39,21,21,1,19,ACADEMIC PRESS LTD- ELSEVIER SCIENCE LTD,LONDON,"24-28 OVAL RD, LONDON NW1 7DX, ENGLAND",0195-6663,NA,NA,APPETITE,Appetite,JUN,2010,54,3,NA,NA,NA,NA,603,606,NA,10.1016/j.appet.2010.02.016,NA,NA,4,Behavioral Sciences; Nutrition & Dietetics,Behavioral Sciences; Nutrition & Dietetics,620AD,WOS:000279470500028,20206216,NA,NA,NA,2021-02-02,NA
J,"Topolinski, S; Strack, F",NA,NA,NA,"Topolinski, Sascha; Strack, Fritz",NA,NA,False Fame Prevented: Avoiding Fluency Effects Without Judgmental Correction,JOURNAL OF PERSONALITY AND SOCIAL PSYCHOLOGY,NA,NA,English,Article,NA,NA,NA,NA,NA,fluency; judgment; embodiment; judgment correction; decontamination,DISCREPANCY-ATTRIBUTION HYPOTHESIS; COMPLEMENTARY-LEARNING-SYSTEMS; PERCEPTUAL FLUENCY; PROCESSING FLUENCY; UNCONSCIOUS INFLUENCES; METACOGNITIVE EXPERIENCES; ARTICULATORY SUPPRESSION; CONCURRENT ARTICULATION; INDIVIDUAL-DIFFERENCES; SUBJECTIVE EXPERIENCE,"Three studies show a way to prevent fluency effects independently of judgmental correction strategies by identifying and procedurally blocking the sources of fluency variations, which are assumed to be embodied in nature For verbal stimuli, covert pronunciations are assumed to be the crucial source of fluency gains. As a consequence. blocking such pronunciation simulations through a secondary oral motor task decreased the false-fame effect for repeatedly presented names of actors (Experiment I) as well as prevented increases in trust due to repetition for brand names and names of shares in the stock market (Experiment 2) Extending this evidence beyond repeated exposure, we demonstrated that blocking oral motor simulations also prevented fluency effects of word pronunciation on judgments of hazardousness (Experiment 3) Concerning the realm of judgment correction, this procedural blocking of (biasing) associative processes is a decontamination method not considered before in the literature. because it is independent of exposure control, mood, motivation, and post hoc correction strategies The present results also have implications for applied issues, such as advertising and investment decisions","[Topolinski, Sascha; Strack, Fritz] Univ Wurzburg, Dept Psychol 2, D-97070 Wurzburg, Germany","Topolinski, S (corresponding author), Univ Wurzburg, Dept Psychol 2, Roentgenring 10, D-97070 Wurzburg, Germany.",NA,NA,NA,NA,NA,NA,163,56,56,0,37,AMER PSYCHOLOGICAL ASSOC,WASHINGTON,"750 FIRST ST NE, WASHINGTON, DC 20002-4242 USA",0022-3514,1939-1315,NA,J PERS SOC PSYCHOL,J. Pers. Soc. Psychol.,MAY,2010,98,5,NA,NA,NA,NA,721,733,NA,10.1037/a0019260,NA,NA,13,"Psychology, Social",Psychology,588UC,WOS:000277098600003,20438220,NA,NA,NA,2021-02-02,NA
J,"Wiers, RW; Rinck, M; Kordts, R; Houben, K; Strack, F",NA,NA,NA,"Wiers, Reinout W.; Rinck, Mike; Kordts, Robert; Houben, Katrijn; Strack, Fritz",NA,NA,Retraining automatic action-tendencies to approach alcohol in hazardous drinkers,ADDICTION,NA,NA,English,Article,NA,NA,NA,NA,NA,Alcohol; approach bias; approach avoidance; cognitive bias; IAT; implicit cognition; modification; problem drinking; retraining,IMPLICIT ASSOCIATION TEST; WORKING-MEMORY CAPACITY; COGNITIVE BIAS MODIFICATION; IDENTIFICATION TEST AUDIT; ATTENTIONAL BIAS; HEAVY DRINKERS; EXPERIMENTAL MANIPULATION; INDIVIDUAL-DIFFERENCES; ADDICTIVE BEHAVIORS; ANXIETY DISORDER,"Aims The main aim of this study was to test whether automatic action-tendencies to approach alcohol can be modified, and whether this affects drinking behaviour. Design and participants Forty-two hazardous drinkers were assigned randomly to a condition in which they were implicitly trained to avoid or to approach alcohol, using a training variety of the alcohol Approach Avoidance Test (AAT). Participants pushed or pulled a joystick in response to picture-format (landscape or portrait). The pictures depicted alcoholic or non-alcoholic drinks. Participants in the avoid-alcohol condition pushed most alcoholic and pulled most non-alcoholic drinks. For participants in the approach-alcohol condition these contingencies were reversed. After the implicit training, participants performed a taste test, including beers and soft drinks. Automatic action tendencies at post-test were assessed with the AAT, including both trained and untrained pictures, and with a different test (Implicit Association Test, IAT). We further tested effects on subjective craving. Results Action tendencies for alcohol changed in accordance with training condition, with the largest effects in the clinically relevant avoid-alcohol condition. These effects occurred outside subjective awareness and generalized to new pictures in the AAT and to an entirely different test using words, rather than pictures (IAT). In relatively heavy drinking participants who demonstrated changed action tendencies in accordance with their training condition, effects were found on drinking behaviour, with participants in the approach-alcohol condition drinking more alcohol than participants in the avoid-alcohol condition. No effect was found on subjective craving. Conclusions Retraining automatic processes may help to regain control over addictive impulses, which points to new treatment possibilities.","[Wiers, Reinout W.] Univ Amsterdam, Dept Psychol, NL-1018 WB Amsterdam, Netherlands; [Rinck, Mike] Radboud Univ Nijmegen, Inst Behav Sci, NL-6525 ED Nijmegen, Netherlands; [Kordts, Robert; Strack, Fritz] Univ Wurzburg, LS Psychol II, Wurzburg, Germany; [Houben, Katrijn] Maastricht Univ, Maastricht, Netherlands","Wiers, RW (corresponding author), Univ Amsterdam, Dept Psychol, Roetersstr 15, NL-1018 WB Amsterdam, Netherlands.",r.wiers@uva.nl,"Rinck, Mike/A-6944-2010; Wiers, Reinout/AAB-4008-2021","Wiers, Reinout/0000-0002-4312-9766",NWO-VidiNetherlands Organization for Scientific Research (NWO) [45202005],"This research was supported by supported by NWO-Vidi grant 45202005 awarded to the first author. We thank Gerard van Breukelen for statistical advice, Susan Ames, Wilhelm Hofmann, Kenneth Sher and Alan Stacy and two anonymous reviewers for helpful comments.",NA,50,284,289,2,75,WILEY,HOBOKEN,"111 RIVER ST, HOBOKEN 07030-5774, NJ USA",0965-2140,1360-0443,NA,ADDICTION,Addiction,FEB,2010,105,2,NA,NA,NA,NA,279,287,NA,10.1111/j.1360-0443.2009.02775.x,NA,NA,9,Substance Abuse; Psychiatry,Substance Abuse; Psychiatry,543BY,WOS:000273546100017,20078486,NA,Y,N,2021-02-02,NA
J,"Nussinson, R; Seibt, B; Hafner, M; Strack, F",NA,NA,NA,"Nussinson, Ravit; Seibt, Beate; Haefner, Michael; Strack, Fritz",NA,NA,COME A BIT CLOSER: APPROACH MOTOR ACTIONS LEAD TO FEELING SIMILAR AND BEHAVIORAL ASSIMILATION,SOCIAL COGNITION,NA,NA,English,Article,NA,NA,NA,NA,NA,NA,AUTOMATIC BEHAVIOR; VALENCED INFORMATION; SOCIAL-BEHAVIOR; STEREOTYPE ACTIVATION; AVOIDANCE; CONTRAST; SELF; PERCEPTION; DETERMINANTS; ATTENTION,"We suggest that while approaching a target, individuals are tuned to cues indicating closeness. Conversely, while avoiding a target, individuals are tuned to cues indicating distance. For social targets, this means that approach should be associated with similarities whereas avoidance should be associated with differences between the self and the target. We therefore hypothesized that executing approach (as compared to avoidance) motor actions would (a) lead participants to perceive others as psychologically more similar to themselves, and (b) trigger assimilation to the other's behavior. The first prediction was confirmed in two studies where participants rated how psychologically similar persons depicted on photos were to themselves. The second prediction-behavioral assimilation to social information while performing approach motor actions, and behavioral contrast away from social information while performing avoidance motor actions-was confirmed in Study 3.","[Nussinson, Ravit] Open Univ Israel, Dept Educ & Psychol, IL-43107 Raanana, Israel; [Seibt, Beate] ISCTE, Ctr Social Res & Intervent, Lisbon, Portugal; [Haefner, Michael] Univ Utrecht, Dept Social & Org Psychol, NL-3508 TC Utrecht, Netherlands; [Strack, Fritz] Univ Wurzburg, Dept Psychol, D-97070 Wurzburg, Germany","Nussinson, R (corresponding author), Open Univ Israel, Dept Educ & Psychol, IL-43107 Raanana, Israel.",ravitnu@openu.ac.il,NA,"Seibt, Beate/0000-0002-0148-0961; Nussinson, Ravit/0000-0002-7331-548X",NA,NA,NA,60,22,22,0,9,GUILFORD PUBLICATIONS INC,NEW YORK,"370 SEVENTH AVE, SUITE 1200, NEW YORK, NY 10001-1020 USA",0278-016X,NA,NA,SOC COGNITION,Soc. Cogn.,FEB,2010,28,1,NA,NA,NA,NA,40,58,NA,10.1521/soco.2010.28.1.40,NA,NA,19,"Psychology, Social",Psychology,566CE,WOS:000275346800003,NA,NA,NA,NA,2021-02-02,NA
J,"Strack, F",NA,NA,NA,"Strack, Fritz",NA,NA,Stefan Hormuth. President of the German academy for exchange service. Published several works,PSYCHOLOGISCHE RUNDSCHAU,NA,NA,German,Biographical-Item,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,0,HOGREFE & HUBER PUBLISHERS,GOTTINGEN,"ROHNSWEG 25, D-37085 GOTTINGEN, GERMANY",0033-3042,NA,NA,PSYCHOL RUNDSCH,Psychol. Rundsch.,NA,2010,61,2,NA,NA,NA,NA,103,U26,NA,10.1026/0033-3042/a000025,NA,NA,2,"Psychology, Multidisciplinary",Psychology,586ZR,WOS:000276956000003,NA,NA,NA,NA,2021-02-02,NA
J,"Strack, F; Stroebe, W",NA,NA,NA,"Strack, Fritz; Stroebe, Wolfgang",NA,NA,Pegs against the Publication Flood?,PSYCHOLOGISCHE RUNDSCHAU,NA,NA,German,Editorial Material,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,1,HOGREFE & HUBER PUBLISHERS,GOTTINGEN,"ROHNSWEG 25, D-37085 GOTTINGEN, GERMANY",0033-3042,NA,NA,PSYCHOL RUNDSCH,Psychol. Rundsch.,NA,2010,61,3,NA,NA,NA,NA,144,145,NA,NA,NA,NA,2,"Psychology, Multidisciplinary",Psychology,628SP,WOS:000280142300003,NA,NA,NA,NA,2021-02-02,NA
J,"Strack, F",NA,NA,NA,"Strack, Fritz",NA,NA,Where love resides. Thoughts on the significance of neuroimaging research for psychology,PSYCHOLOGISCHE RUNDSCHAU,NA,NA,German,Article,NA,NA,NA,NA,NA,neuroimaging; neophrenology; neurosciences,NA,"Despite the great popularity of neuroimaging, there exist some serious epistemological and methodological doubts. In addition, there are hesitations about how much psychology can gain from findings on the cerebral location of mental phenomena. Moreover, there is the risk that central issues of psychological research may be abandoned in favor of queries from neuroanatomy.","Univ Wurzburg, Lehrstuhl Psychol 2, D-97070 Wurzburg, Germany","Strack, F (corresponding author), Univ Wurzburg, Lehrstuhl Psychol 2, Rontgenring 10, D-97070 Wurzburg, Germany.",strack@psychologie.uni-wuerzburg.de,NA,NA,NA,NA,NA,13,3,3,0,2,HOGREFE & HUBER PUBLISHERS,GOTTINGEN,"MERKELSTR 3, D-37085 GOTTINGEN, GERMANY",0033-3042,2190-6238,NA,PSYCHOL RUNDSCH,Psychol. Rundsch.,NA,2010,61,4,NA,NA,NA,NA,203,205,NA,10.1026/0033-3042/a000048,NA,NA,3,"Psychology, Multidisciplinary",Psychology,655SN,WOS:000282269900006,NA,NA,NA,NA,2021-02-02,NA
J,"Topolinski, S; Strack, F",NA,NA,NA,"Topolinski, Sascha; Strack, Fritz",NA,NA,Scanning the Fringe of consciousness: What is felt and what is not felt in intuitions about semantic coherence,CONSCIOUSNESS AND COGNITION,NA,NA,English,Article,NA,NA,NA,NA,NA,Intuition; Consciousness; Fringe; Affect; Experiential status of fluency; Remote associates; Misattribution,DISCREPANCY-ATTRIBUTION HYPOTHESIS; CORE AFFECT; JUDGMENTS; FAMILIARITY; FLUENCY; EMOTION; FEELINGS; INFORMATION; MEMORY; EASE,"In intuitions concerning semantic coherence participants are able to discriminate above chance whether a word triad has a common remote associate (coherent triad) or not (incoherent triad). These intuitions are driven by increased fluency in processing coherent triads compared to incoherent triads, which in turn triggers a brief and short positive affect. The present work investigates which of these internal cues, fluency or positive affect, is the actual cue underlying coherence intuitions. In Experiment 1, participants liked coherent word triads more than incoherent triads, but did not rate them as being more fluent in processing. In Experiment 2, participants could intuitively detect coherence when they misattributed fluency to an external source, but lost this intuitive ability when they misattributed affect. It is concluded that the coherence-induced fluency by itself is not consciously experienced and not used in the coherence intuitions, but the fluency-triggered affective consequences. (C) 2008 Elsevier Inc. All rights reserved.","[Topolinski, Sascha; Strack, Fritz] Univ Wurzburg, Dept Psychol 2, D-97070 Wurzburg, Germany","Topolinski, S (corresponding author), Univ Wurzburg, Dept Psychol 2, Roentgenring 10, D-97070 Wurzburg, Germany.",sascha.topolinski@psychologie.uni-wuerzburg.de,NA,NA,NA,NA,NA,79,65,65,1,11,ACADEMIC PRESS INC ELSEVIER SCIENCE,SAN DIEGO,"525 B ST, STE 1900, SAN DIEGO, CA 92101-4495 USA",1053-8100,NA,NA,CONSCIOUS COGN,Conscious. Cogn.,SEP,2009,18,3,NA,NA,NA,NA,608,618,NA,10.1016/j.concog.2008.06.002,NA,NA,11,"Psychology, Experimental",Psychology,501IV,WOS:000270376100005,18650104,NA,NA,NA,2021-02-02,NA
J,"Topolinski, S; Strack, F",NA,NA,NA,"Topolinski, Sascha; Strack, Fritz",NA,NA,The analysis of intuition: Processing fluency and affect in judgements of semantic coherence,COGNITION & EMOTION,NA,NA,English,Review,NA,NA,NA,NA,NA,Intuition; Semantic coherence judgements; Processing fluency; Affect,DISCREPANCY-ATTRIBUTION HYPOTHESIS; AUTOMATIC ATTITUDE ACTIVATION; PERCEPTUAL FLUENCY; SUBJECTIVE EXPERIENCE; WORD-FREQUENCY; INFORMATION; FEELINGS; CONTEXT; MEMORY; FACILITATION,"In semantic coherence judgements individuals are able to intuitively discriminate whether a word triad has a common remote associate (coherent) or not (incoherent) without consciously retrieving the common associate. A processing-fluency account for these intuitions is proposed, which assumes that (a) coherent triads are processed more fluently than incoherent triads, (b) this high fluency triggers a subtle positive affect, and (c) this affect may be experienced as a cognitive feeling and used in explicit judgement. In line with this account, it was shown that coherent triads (a) are processed faster than incoherent triads (Study 1), (b) serve as positive affective primes (Study 2), and (c) are liked more than incoherent triads (Study 3). When participants were provided with an irrelevant source of their affective reactions, they lost the ability to intuitively discriminate between coherent and incoherent triads (Study 4). Finally, an item-based analysis found that triads that are processed faster are liked more and are more likely to be judged coherent, irrespective of their actual coherence (Study 5).","[Topolinski, Sascha] Univ Wurzburg, Dept Psychol 2, D-97070 Wurzburg, Germany","Topolinski, S (corresponding author), Univ Wurzburg, Dept Psychol 2, Roentgenring 10, D-97070 Wurzburg, Germany.",sascha.topolinski@psychologie.uni-wuerzburg.de,NA,NA,NA,NA,NA,102,75,76,0,30,"ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD",ABINGDON,"2-4 PARK SQUARE, MILTON PARK, ABINGDON OX14 4RN, OXON, ENGLAND",0269-9931,1464-0600,NA,COGNITION EMOTION,Cogn. Emot.,NA,2009,23,8,NA,NA,NA,NA,1465,1503,PII 903554885,10.1080/02699930802420745,NA,NA,39,"Psychology, Experimental",Psychology,515YL,WOS:000271508700001,NA,NA,NA,NA,2021-02-02,NA
J,"Strack, F",NA,NA,NA,"Strack, F",NA,NA,The psychology of survey response,CONTEMPORARY PSYCHOLOGY-APA REVIEW OF BOOKS,NA,NA,English,Book Review,NA,NA,NA,NA,NA,NA,NA,NA,"Univ Wurzburg, Lehrstuhl Psychol 2, Inst Psychol, D-97070 Wurzburg, Germany","Strack, F (corresponding author), Univ Wurzburg, Lehrstuhl Psychol 2, Inst Psychol, Rontgenring 10, D-97070 Wurzburg, Germany.",NA,NA,NA,NA,NA,NA,5,0,0,0,2,AMER PSYCHOLOGICAL ASSOC,WASHINGTON,"750 FIRST ST NE, WASHINGTON, DC 20002-4242 USA",0010-7549,NA,NA,CONTEMP PSYCHOL,Comtemp. Psychol.,DEC,2003,48,6,NA,NA,NA,NA,901,903,NA,NA,NA,NA,3,"Psychology, Multidisciplinary",Psychology,754ZY,WOS:000187364400074,NA,NA,NA,NA,2021-02-02,NA
J,"Strack, F; Deutsch, R",NA,NA,NA,"Strack, F; Deutsch, R",NA,NA,The two sides of social behavior: Modern classics and overlooked gems on the interplay of automatic and controlled processes,PSYCHOLOGICAL INQUIRY,NA,NA,English,Article,NA,NA,NA,NA,NA,NA,INFORMATION; JUDGMENTS; MOOD; MEMORY; MISATTRIBUTION; STEREOTYPES; COGNITION,NA,"Univ Wurzburg, Lehrstuhl Psychol 2, Dept Psychol, D-97070 Wurzburg, Germany","Strack, F (corresponding author), Univ Wurzburg, Lehrstuhl Psychol 2, Dept Psychol, Rontgenring 10, D-97070 Wurzburg, Germany.",NA,NA,NA,NA,NA,NA,35,6,6,0,7,LAWRENCE ERLBAUM ASSOC INC,MAHWAH,"10 INDUSTRIAL AVE, MAHWAH, NJ 07430-2262 USA",1047-840X,NA,NA,PSYCHOL INQ,Psychol. Inq.,NA,2003,14,3-4,NA,NA,NA,NA,209,215,NA,10.1207/S15327965PLI1403&4_5,NA,NA,7,"Psychology, Multidisciplinary",Psychology,757GD,WOS:000187553300005,NA,NA,NA,NA,2021-02-02,NA
J,"Mussweiler, T; Strack, F",NA,NA,NA,"Mussweiler, T; Strack, F",NA,NA,The relative self: Informational and judgmental consequences of comparative self-evaluation,JOURNAL OF PERSONALITY AND SOCIAL PSYCHOLOGY,NA,NA,English,Article,NA,NA,NA,NA,NA,NA,SELECTIVE ACCESSIBILITY; CONTRAST; BEHAVIOR; PSYCHOPATHOLOGY; ASSIMILATION; HEURISTICS; STANDARDS; IMPACT,"Results of 5 studies demonstrated that self-evaluative comparisons have 2 distinct informational consequences with opposing judgmental effects: They selectively increase the accessibility of standard-consistent self-knowledge and provide an evaluative reference point. The first informational consequence produces assimilation in self-evaluative judgments, whereas the latter yields contrast. Using a lexical decision task, Study 1 demonstrated that a social comparison selectively increases the accessibility of standard-consistent self-knowledge. Study 2 showed that this effect also holds for comparisons with objective standards. Studies 3 and 4 revealed that the same comparison may lead to assimilation on objective and contrast on subjective self-judgments. Finally, Study 5 demonstrated that assimilation results for comparisons with relevant and irrelevant standards, whereas contrast occurs only for relevant standards.","Univ Wurzburg, Dept Psychol, D-97070 Wurzburg, Germany","Mussweiler, T (corresponding author), Univ Wurzburg, Dept Psychol, Rontgenring 10, D-97070 Wurzburg, Germany.",NA,"Mussweiler, Thomas/D-4692-2016",NA,NA,NA,NA,57,119,124,1,16,AMER PSYCHOLOGICAL ASSOC,WASHINGTON,"750 FIRST ST NE, WASHINGTON, DC 20002-4242 USA",0022-3514,NA,NA,J PERS SOC PSYCHOL,J. Pers. Soc. Psychol.,JUL,2000,79,1,NA,NA,NA,NA,23,38,NA,10.1037/0022-3514.79.1.23,NA,NA,16,"Psychology, Social",Psychology,332CG,WOS:000088055400002,10909875,NA,NA,NA,2021-02-02,NA
J,"Strack, F",NA,NA,NA,"Strack, F",NA,NA,Untitled,EUROPEAN JOURNAL OF SOCIAL PSYCHOLOGY,NA,NA,English,Editorial Material,NA,NA,NA,NA,NA,NA,NA,NA,"Univ Wurzburg, Lehrstuhl Psychol 2, D-97070 Wurzburg, Germany","Strack, F (corresponding author), Univ Wurzburg, Lehrstuhl Psychol 2, Rontgenring 10, D-97070 Wurzburg, Germany.",NA,NA,NA,NA,NA,NA,0,0,0,0,1,JOHN WILEY & SONS LTD,W SUSSEX,"BAFFINS LANE CHICHESTER, W SUSSEX PO19 1UD, ENGLAND",0046-2772,NA,NA,EUR J SOC PSYCHOL,Eur. J. Soc. Psychol.,MAY-JUN,1998,28,3,NA,NA,NA,NA,301,302,NA,NA,NA,NA,2,"Psychology, Social",Psychology,ZP069,WOS:000073713400001,NA,NA,NA,NA,2021-02-02,NA
J,"STRACK, F; BLESS, H",NA,NA,NA,"STRACK, F; BLESS, H",NA,NA,MEMORY FOR NONOCCURRENCES - METACOGNITIVE AND PRESUPPOSITIONAL STRATEGIES,JOURNAL OF MEMORY AND LANGUAGE,NA,NA,English,Article,NA,NA,NA,NA,NA,NA,MISLEADING POSTEVENT INFORMATION; RECOLLECTIVE EXPERIENCE; LEADING QUESTIONS; MISINFORMATION; RECOGNITION; PERCEPTION; FREQUENCY; JUDGMENTS; RETRIEVAL; EVENTS,"The present paper explores how people decide that an event has not occurred. We assume that two inferential strategies may underly such a decision. First, a ''metacognitive strategy'' can be used if a distractor item is judged as memorable, but elicits no clear recollection. Under these two conditions, this strategy leads to a confident rejection. However, if the distractor item is not judged as particularly memorable, alternative inferential strategies will be used, and with less confidence. These predictions were supported by two studies in which the memorability of words was varied by their salience and in which a ''presuppositional strategy'' was offered that allowed subjects to infer the occurrence of an event from the use of the definite article contained in queries. (C) 1994 Academic Press, Inc.","UNIV MANNHEIM,W-6800 MANNHEIM,GERMANY","STRACK, F (corresponding author), UNIV TRIER,FB PSYCHOL 1,D-54286 TRIER,GERMANY.",NA,NA,NA,NA,NA,NA,37,131,131,0,10,ACADEMIC PRESS INC JNL-COMP SUBSCRIPTIONS,SAN DIEGO,"525 B ST, STE 1900, SAN DIEGO, CA 92101-4495",0749-596X,NA,NA,J MEM LANG,J. Mem. Lang.,APR,1994,33,2,NA,NA,NA,NA,203,217,NA,10.1006/jmla.1994.1010,NA,NA,15,"Linguistics; Psychology; Psychology, Experimental",Linguistics; Psychology,NE340,WOS:A1994NE34000003,NA,NA,NA,NA,2021-02-02,NA
J,"STRACK, F",NA,NA,NA,"STRACK, F",NA,NA,"VEXATION OF BEAUTY, OBSERVATIONS ON HENRICH,DIETER INTERPRETATION OF HOLDERLIN PHILOSOPHY",DEUTSCHE VIERTELJAHRSSCHRIFT FUR LITERATURWISSENSCHAFT UND GEISTESGESCHICHTE,NA,NA,German,Article,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,41,1,1,0,0,J B METZLER,STUTTGART,"POSTFACH 10 32 41, D-70028 STUTTGART, GERMANY",0012-0936,NA,NA,DEUT VIER LIT GEIST,Dtsch. Vierteljahresschr. Lit.wiss. Geistesgesch.,MAR,1994,68,1,NA,NA,NA,NA,155,169,NA,10.1007/BF03396238,NA,NA,15,Literary Theory & Criticism,Literature,NE647,WOS:A1994NE64700008,NA,NA,NA,NA,2021-02-02,NA
J,"BLESS, H; STRACK, F; SCHWARZ, N",NA,NA,NA,"BLESS, H; STRACK, F; SCHWARZ, N",NA,NA,THE INFORMATIVE FUNCTIONS OF RESEARCH PROCEDURES - BIAS AND THE LOGIC OF CONVERSATION,EUROPEAN JOURNAL OF SOCIAL PSYCHOLOGY,NA,NA,English,Article,NA,NA,NA,NA,NA,NA,CATEGORY ACCESSIBILITY; JUDGMENTS; QUESTION; MEMORY,"Conversational rules of everyday communication are applied to the interaction between experimenters and subjects. According to these rules, contributions to a communication should be informative, relevant, true, and unambiguous. It is assumed that subjects determine the pragmatic meaning of instructions and questions on the basis of these rules and the provided context. In contrast to most natural settings, standardized experimental procedures rarely allow for an interactive determination of pragmatic meaning and often preclude feedback as a corrective device. As a consequence, subjects are required to rely heavily on general rules, and even subtle cues may become informationally loaded. The information extracted from context cues may often not be intended by the experimenter. Thus subjects may infer more than they are supposed to, resulting in discrepancies between the experimenter's intended and subjects' inferred meaning of the instructions. If researchers are not sensitive to the information provided by verbal and non-verbal context cues, their interpretation of research results may be based on biased data. Evidence from different research domains is reported to support the presented assumptions and their implications for bias avoiding strategies are discussed.","UNIV MANNHEIM, W-6800 MANNHEIM, GERMANY; UNIV TRIER, W-5500 TRIER, GERMANY; ZUMA, MANNHEIM, GERMANY",NA,NA,"Schwarz, Norbert/B-3591-2008","Schwarz, Norbert/0000-0002-8868-7067",NA,NA,NA,58,60,60,0,7,WILEY-BLACKWELL,HOBOKEN,"111 RIVER ST, HOBOKEN 07030-5774, NJ USA",0046-2772,1099-0992,NA,EUR J SOC PSYCHOL,Eur. J. Soc. Psychol.,MAR-APR,1993,23,2,NA,NA,NA,NA,149,165,NA,10.1002/ejsp.2420230204,NA,NA,17,"Psychology, Social",Psychology,KU457,WOS:A1993KU45700003,NA,NA,NA,NA,2021-02-02,NA
J,"STEPPER, S; STRACK, F",NA,NA,NA,"STEPPER, S; STRACK, F",NA,NA,PROPRIOCEPTIVE DETERMINANTS OF EMOTIONAL AND NONEMOTIONAL FEELINGS,JOURNAL OF PERSONALITY AND SOCIAL PSYCHOLOGY,NA,NA,English,Article,NA,NA,NA,NA,NA,NA,FACIAL FEEDBACK HYPOTHESIS; MEMORY; EXPERIENCE; MOOD; EXPRESSIONS; EFFERENCE; COGNITION; ATTENTION; BEHAVIOR; THINKING,"This article reports 2 experiments that test whether both emotional and nonemotional feelings may be influenced by uninterpreted proprioceptive input. The logic of the procedure was adopted from studies by F. Strack, L. Martin, and S. Stepper (1988), who unobtrusively manipulated people's facial expressions. In the 1st experiment. a functionally equivalent technique was used to vary the posture of the body. Study 1 results revealed that success at an achievement task led to greater feelings of pride if the outcome was received in an upright position rather than in a slumped posture. Study 2 results revealed that nonemotional feelings of effort were influenced by contraction of the forehead muscle (corrugator), and Ss' self-ratings on a trait dimension reflected this experience when the facial contraction was maintained during the recall of behavioral episodes exemplifying this trait. To account for these results, a framework is proposed that draws on a distinction between noetic and experiential representations","UNIV TRIER,FBI PSYCHOL,POSTFACH 3825,W-5500 TRIER,GERMANY",NA,NA,NA,NA,NA,NA,NA,62,320,330,0,56,AMER PSYCHOLOGICAL ASSOC,WASHINGTON,"750 FIRST ST NE, WASHINGTON, DC 20002-4242",0022-3514,NA,NA,J PERS SOC PSYCHOL,J. Pers. Soc. Psychol.,FEB,1993,64,2,NA,NA,NA,NA,211,220,NA,10.1037/0022-3514.64.2.211,NA,NA,10,"Psychology, Social",Psychology,KK274,WOS:A1993KK27400005,NA,NA,NA,NA,2021-02-02,NA
