uniqueID,PT,AU,BA,BE,GP,AF,BF,CA,TI,SO,SE,BS,LA,DT,CT,CY,CL,SP,HO,DE,ID,AB,C1,RP,EM,RI,OI,FU,FX,CR,NR,TC,Z9,U1,U2,PU,PI,PA,SN,EI,BN,J9,JI,PD,PY,VL,IS,PN,SU,SI,MA,BP,EP,AR,DI,D2,EA,EY,PG,WC,SC,GA,UT,PM,OA,HC,HP,DA
40,J,"Lucas, T; Barkho, E; Rudolph, C; Zhdanova, L; Fakhouri, M; Thompson, L",,,,"Lucas, Todd; Barkho, Evone; Rudolph, Cort; Zhdanova, Ludmila; Fakhouri, Monty; Thompson, Lyke",,,"Political affiliation, collective self-esteem and perceived employability of immigrants: Inducing national identity polarizes host-nation employers",INTERNATIONAL JOURNAL OF INTERCULTURAL RELATIONS,,,English,Article,,,,,,Social identity; Political affiliation; Employability; Immigrant; National identity; Nationalism; Collective self-esteem,INTERGROUP RELATIONS; MORAL FOUNDATIONS; ETHNIC-MINORITIES; SOCIAL IDENTITY; AMERICAN; IDENTIFICATION; PREJUDICE; ATTITUDES; POLICY; IDEOLOGY,"Host-nation employers' political affiliation and national identity both may be relevant to seeing immigrant job-seekers as employable. However, whether national identity alters differences in links between political affiliation and evaluations of immigrants is not well articulated, and this includes a potential for national identity to either bolster or lessen harshness toward immigrant job-seekers. Moreover, research has yet to identify psychological mechanisms that could transmit a conjoint effect of political affiliation and national identity. In this study, we examined the capacity of national identity to accentuate links between political affiliation and perceived employability of immigrants. Liberal and conservative employment experts (human resource professionals and managers) were experimentally primed to elicit either a personal or national (U.S.) identity, and measures of attitudes toward immigrant job-seekers were collected. Results suggested a polarizing effect of national identity: conservative employers viewed immigrants as less employable when primed with national identity, while liberal employers rated immigrants as more employable. Among conservatives, priming national identity also resulted in greater collective self-esteem - feelings of self-worth derived from group membership. Moreover, increases in collective self-esteem mediated the link between primed national identity and less perceived employability among conservatives. Overall, this research contributes to emerging literature by suggesting that the capacity of national identity to either bolster or lessen harshness toward immigrants may depend on political affiliation. In addition, we suggest that transient changes in collective self-esteem can result from priming national identity, and that such changes may transmit links between national identity and evaluations of immigrants among conservatives. (C) 2013 Elsevier Ltd. All rights reserved.","[Lucas, Todd; Barkho, Evone; Fakhouri, Monty; Thompson, Lyke] Wayne State Univ, Detroit, MI 48201 USA; [Rudolph, Cort] St Louis Univ, St Louis, MO 63103 USA; [Zhdanova, Ludmila] Carleton Univ, Ottawa, ON K1S 5B6, Canada","Lucas, T (reprint author), Wayne State Univ, Dept Family Med & Publ Hlth Sci, 3939 Woodward Ave, Detroit, MI 48201 USA.",tlucas@med.wayne.edu,,"Rudolph, Cort/0000-0002-0536-9638",,,,93,4,4,2,19,PERGAMON-ELSEVIER SCIENCE LTD,OXFORD,"THE BOULEVARD, LANGFORD LANE, KIDLINGTON, OXFORD OX5 1GB, ENGLAND",0147-1767,1873-7552,,INT J INTERCULT REL,Int. J. Intercult. Relat.,MAR,2014,39,,,,,,136,151,,10.1016/j.ijintrel.2013.11.001,,,,16,"Psychology, Social; Social Sciences, Interdisciplinary; Sociology",Psychology; Social Sciences - Other Topics; Sociology,AY6JT,WOS:000347673400012,,,,,4/26/19
41,J,"Newell, BR; Shanks, DR",,,,"Newell, Ben R.; Shanks, David R.",,,Unconscious influences on decision making: A critical review,BEHAVIORAL AND BRAIN SCIENCES,,,English,Review,,,,,,awareness; conscious; decision making; deliberation; intuition; judgment; perceptual-motor skills; unconscious,IOWA GAMBLING TASK; OBJECTIVE DETECTION THRESHOLD; AFROCENTRIC FACIAL FEATURES; PREDICTING SOCCER MATCHES; SOMATIC MARKER HYPOTHESIS; IMPLICIT ASSOCIATION TEST; MULTIPLE MEMORY-SYSTEMS; HUMAN PREFRONTAL CORTEX; PRIMARY VISUAL-CORTEX; STATE-TRACE ANALYSIS,"To what extent do we know our own minds when making decisions? Variants of this question have preoccupied researchers in a wide range of domains, from mainstream experimental psychology (cognition, perception, social behavior) to cognitive neuroscience and behavioral economics. A pervasive view places a heavy explanatory burden on an intelligent cognitive unconscious, with many theories assigning causally effective roles to unconscious influences. This article presents a novel framework for evaluating these claims and reviews evidence from three major bodies of research in which unconscious factors have been studied: multiple-cue judgment, deliberation without attention, and decisions under uncertainty. Studies of priming (subliminal and primes-to-behavior) and the role of awareness in movement and perception (e.g., timing of willed actions, blindsight) are also given brief consideration. The review highlights that inadequate procedures for assessing awareness, failures to consider artifactual explanations of ""landmark"" results, and a tendency to uncritically accept conclusions that fit with our intuitions have all contributed to unconscious influences being ascribed inflated and erroneous explanatory power in theories of decision making. The review concludes by recommending that future research should focus on tasks in which participants' attention is diverted away from the experimenter's hypothesis, rather than the highly reflective tasks that are currently often employed.","[Newell, Ben R.] Univ New S Wales, Sch Psychol, Sydney, NSW 2052, Australia; [Shanks, David R.] UCL, Div Psychol & Language Sci, London WC1H 0AP, England","Newell, BR (reprint author), Univ New S Wales, Sch Psychol, Sydney, NSW 2052, Australia.",ben.newell@unsw.edu.au; d.shanks@ucl.ac.uk,"Shanks, David/A-1510-2015","Shanks, David/0000-0002-4600-6323",,,,472,149,153,41,531,CAMBRIDGE UNIV PRESS,NEW YORK,"32 AVENUE OF THE AMERICAS, NEW YORK, NY 10013-2473 USA",0140-525X,1469-1825,,BEHAV BRAIN SCI,Behav. Brain Sci.,FEB,2014,37,1,,,,,1,+,,10.1017/S0140525X12003214,,,,28,"Psychology, Biological; Behavioral Sciences; Neurosciences",Psychology; Behavioral Sciences; Neurosciences & Neurology,AC4EP,WOS:000332474000001,24461214,,,,4/26/19
42,J,"Monin, B; Oppenheimer, DM",,,,"Monin, Benoit; Oppenheimer, Daniel M.",,,Commentaries and Rejoinder on Klein et al. (2014) The Limits of Direct Replications and the Virtues of Stimulus Sampling,SOCIAL PSYCHOLOGY,,,English,Editorial Material,,,,,,Stimulus sampling; direct replication; mixed models; random effects,PSYCHOLOGY; EXPOSURE,"While direct replications such as the ""Many Labs"" project are extremely valuable in testing the reliability of published findings across laboratories, they reflect the common reliance in psychology on single vignettes or stimuli, which limits the scope of the conclusions that can be reached. New experimental tools and statistical techniques make it easier to routinely sample stimuli, and to appropriately treat them as random factors. We encourage researchers to get into the habit of including multiple versions of the content (e.g., stimuli or vignettes) in their designs, to increase confidence in cross-stimulus generalization and to yield more realistic estimates of effect size. We call on editors to be aware of the challenges inherent in such stimulus sampling, to expect and tolerate unexplained variability in observed effect size between stimuli, and to encourage stimulus sampling instead of the deceptively cleaner picture offered by the current reliance on single stimuli.","[Monin, Benoit] Stanford Univ, Stanford, CA 94305 USA; [Oppenheimer, Daniel M.] Univ Calif Los Angeles, Los Angeles, CA USA","Monin, B (reprint author), Stanford Grad Sch Business, Knight Management Ctr, 655 Knight Way, Stanford, CA 94305 USA.",monin@stanford.edu,"Vianello, Michelangelo/G-8919-2013","Vianello, Michelangelo/0000-0002-1530-1469",,,,10,17,17,0,10,HOGREFE & HUBER PUBLISHERS,GOTTINGEN,"ROHNSWEG 25, D-37085 GOTTINGEN, GERMANY",1864-9335,2151-2590,,SOC PSYCHOL-GERMANY,Soc. Psychol.,,2014,45,4,,,,,299,300,,10.1027/1864-9335/a000202,,,,2,"Psychology, Social",Psychology,AO3JS,WOS:000341226100005,,,,,4/26/19
43,J,"Ferguson, MJ; Carter, TJ; Hassin, RR",,,,"Ferguson, Melissa J.; Carter, Travis J.; Hassin, Ran R.",,,Commentary on the Attempt to Replicate the Effect of the American Flag on Increased Republican Attitudes,SOCIAL PSYCHOLOGY,,,English,Editorial Material,,,,,,replication; priming; flag priming,REPLICABILITY,"In this commentary, we reflect on what we have learned from the experience of being part of the ManyLabs replication, both in terms of the phenomenon being studied, and in terms of the mechanics of such an ambitious replication project. Replication attempts like this one are clearly valuable and will continue to inform our science. We discuss a number of lessons we have taken from the process related to the divide between direct and conceptual replication, and whether the data can inform our current theory regarding the original effect. In discussing these issues, we advocate for transparent flexibility in data analyses and the involvement of the original authors at every stage of the process.","[Ferguson, Melissa J.] Cornell Univ, Ithaca, NY 14853 USA; [Carter, Travis J.; Hassin, Ran R.] Colby Coll, Waterville, ME 04901 USA; Hebrew Univ Jerusalem, Jerusalem, Israel","Ferguson, MJ (reprint author), Cornell Univ, Dept Psychol, 230 Uris Hall, Ithaca, NY 14853 USA.",MJF44@cornell.edu,,,,,,10,4,4,0,6,HOGREFE & HUBER PUBLISHERS,GOTTINGEN,"ROHNSWEG 25, D-37085 GOTTINGEN, GERMANY",1864-9335,2151-2590,,SOC PSYCHOL-GERMANY,Soc. Psychol.,,2014,45,4,,,,,301,302,,,,,,2,"Psychology, Social",Psychology,AO3JS,WOS:000341226100006,,,,,4/26/19
44,J,"Klein, RA; Ratliff, KA; Vianello, M; Adams, RB; Bahnik, S; Bernstein, MJ; Bocian, K; Brandt, MJ; Brooks, B; Brumbaugh, CC; Cemalcilar, Z; Chandler, J; Cheong, W; Davis, WE; Devos, T; Eisner, M; Frankowska, N; Furrow, D; Galliani, EM; Hasselman, F; Hicks, JA; Hovermale, JF; Hunt, SJ; Huntsinger, JR; IJzerman, H; John, MS; Joy-Gaba, JA; Kappes, HB; Krueger, LE; Kurtz, J; Levitan, CA; Mallett, RK; Morris, WL; Nelson, AJ; Nier, JA; Packard, G; Pilati, R; Rutchick, AM; Schmidt, K; Skorinko, JL; Smith, R; Steiner, TG; Storbeck, J; Van Swol, LM; Thompson, D; van 't Veer, AE; Vaughn, LA; Vranka, M; Wichman, AL; Woodzicka, JA; Nosek, BA",,,,"Klein, Richard A.; Ratliff, Kate A.; Vianello, Michelangelo; Adams, Reginald B., Jr.; Bahnik, Stepan; Bernstein, Michael J.; Bocian, Konrad; Brandt, Mark J.; Brooks, Beach; Brumbaugh, Claudia Chloe; Cemalcilar, Zeynep; Chandler, Jesse; Cheong, Winnee; Davis, William E.; Devos, Thierry; Eisner, Matthew; Frankowska, Natalia; Furrow, David; Galliani, Elisa Maria; Hasselman, Fred; Hicks, Joshua A.; Hovermale, James F.; Hunt, S. Jane; Huntsinger, Jeffrey R.; IJzerman, Hans; John, Melissa-Sue; Joy-Gaba, Jennifer A.; Kappes, Heather Barry; Krueger, Lacy E.; Kurtz, Jaime; Levitan, Carmel A.; Mallett, Robyn K.; Morris, Wendy L.; Nelson, Anthony J.; Nier, Jason A.; Packard, Grant; Pilati, Ronaldo; Rutchick, Abraham M.; Schmidt, Kathleen; Skorinko, Jeanine L.; Smith, Robert; Steiner, Troy G.; Storbeck, Justin; Van Swol, Lyn M.; Thompson, Donna; van 't Veer, A. E.; Vaughn, Leigh Ann; Vranka, Marek; Wichman, Aaron L.; Woodzicka, Julie A.; Nosek, Brian A.",,,"Investigating Variation in Replicability A ""Many Labs'' Replication Project",SOCIAL PSYCHOLOGY,,,English,Article,,,,,,replication; reproducibility; generalizability; cross-cultural; variation,EXPOSURE,"Although replication is a central tenet of science, direct replications are rare in psychology. This research tested variation in the replicability of 13 classic and contemporary effects across 36 independent samples totaling 6,344 participants. In the aggregate, 10 effects replicated consistently. One effect - imagined contact reducing prejudice - showed weak support for replicability. And two effects - flag priming influencing conservatism and currency priming influencing system justification - did not replicate. We compared whether the conditions such as lab versus online or US versus international sample predicted effect magnitudes. By and large they did not. The results of this small sample of effects suggest that replicability is more dependent on the effect itself than on the sample and setting used to investigate the effect.","[Klein, Richard A.; Ratliff, Kate A.; Brooks, Beach] Univ Florida, Gainesville, FL 32611 USA; [Vianello, Michelangelo; Galliani, Elisa Maria] Univ Padua, I-35100 Padua, Italy; [Adams, Reginald B., Jr.; Nelson, Anthony J.; Steiner, Troy G.] Penn State Univ, University Pk, PA 16802 USA; [Bahnik, Stepan] Univ Wurzburg, Wurzburg, Germany; [Bernstein, Michael J.] Penn State Univ Abington, Abington, PA USA; [Bocian, Konrad; Frankowska, Natalia] Univ Social Sci & Humanities Campus Sopot, Warsaw, Poland; [Brandt, Mark J.; IJzerman, Hans; van 't Veer, A. E.] Tilburg Univ, NL-5000 LE Tilburg, Netherlands; [Brumbaugh, Claudia Chloe; Storbeck, Justin] CUNY, New York, NY USA; [Cemalcilar, Zeynep] Koc Univ, Istanbul, Turkey; [Chandler, Jesse; Eisner, Matthew] Univ Michigan, Ann Arbor, MI 48109 USA; [Cheong, Winnee] HELP Univ, Kuala Lumpur, Malaysia; [Davis, William E.; Hicks, Joshua A.] Texas A&M Univ, College Stn, TX USA; [Devos, Thierry] San Diego State Univ, San Diego, CA 92182 USA; [Smith, Robert] Ohio State Univ, Columbus, OH 43210 USA; [Furrow, David; Thompson, Donna] Mt St Vincent Univ, Halifax, NS B3M 2J6, Canada; [Hasselman, Fred] Radboud Univ Nijmegen, NL-6525 ED Nijmegen, Netherlands; [Hovermale, James F.; Joy-Gaba, Jennifer A.] Virginia Commonwealth Univ, Richmond, VA USA; [Hunt, S. Jane; Krueger, Lacy E.] Texas A&M Univ Commerce, Commerce, TX USA; [Huntsinger, Jeffrey R.; Mallett, Robyn K.] Loyola Univ Chicago, Chicago, IL USA; [John, Melissa-Sue; Skorinko, Jeanine L.] Worcester Polytech Inst, Worcester, MA USA; [Kappes, Heather Barry] Univ London London Sch Econ & Polit Sci, London WC2A 2AE, England; [Kurtz, Jaime] James Madison Univ, Harrisonburg, VA 22807 USA; [Levitan, Carmel A.] Occidental Coll, Los Angeles, CA 90041 USA; [Morris, Wendy L.] McDaniel Coll, Westminster, MD USA; [Nier, Jason A.] Connecticut Coll, New London, CT 06320 USA; [Packard, Grant] Wilfrid Laurier Univ, Waterloo, ON N2L 3C5, Canada; [Pilati, Ronaldo] Univ Brasilia, BR-70910900 Brasilia, DF, Brazil; [Rutchick, Abraham M.] Calif State Univ Northridge, Northridge, CA 91330 USA; [Schmidt, Kathleen; Nosek, Brian A.] Univ Virginia, Charlottesville, VA USA; [Van Swol, Lyn M.] Univ Wisconsin, Madison, WI 53706 USA; [Vaughn, Leigh Ann] Ithaca Coll, Ithaca, NY USA; [Vranka, Marek] Charles Univ Prague, Prague, Czech Republic; [Wichman, Aaron L.] Western Kentucky Univ, Bowling Green, KY 42101 USA; [Woodzicka, Julie A.] Washington & Lee Univ, Lexington, VA 24450 USA; [Nosek, Brian A.] Ctr Open Sci, Charlottesville, VA USA; [Chandler, Jesse] PRIME Res, Ann Arbor, MI USA; [Hasselman, Fred] Univ Nijmegen, Nijmegen, Netherlands","Klein, RA (reprint author), Univ Florida, Dept Psychol, Gainesville, FL 32611 USA.",raklein@ufl.edu,"Vianello, Michelangelo/G-8919-2013; Hasselman, Fred/C-5603-2011; Vranka, Marek/J-1531-2017","Vianello, Michelangelo/0000-0002-1530-1469; Hasselman, Fred/0000-0003-1384-8361; Vranka, Marek/0000-0003-3413-9062; Klein, Richard/0000-0002-8713-1972; Vaughn, Leigh Ann/0000-0002-2399-7400; galliani, elisa maria/0000-0001-8266-7586; Brandt, Mark/0000-0002-7185-7031; Cemalcilar, Zeynep/0000-0002-0886-7982; IJzerman, Hans/0000-0002-0990-2276; Schmidt, Kathleen/0000-0002-9946-5953; Frankowska, Natalia/0000-0001-9487-0629; Nosek, Brian/0000-0001-6797-5476; Levitan, Carmel/0000-0001-5403-444X; Bocian, Konrad/0000-0002-8652-0167",,,,38,245,250,13,111,HOGREFE & HUBER PUBLISHERS,GOTTINGEN,"MERKELSTR 3, D-37085 GOTTINGEN, GERMANY",1864-9335,2151-2590,,SOC PSYCHOL-GERMANY,Soc. Psychol.,,2014,45,3,,,,,142,152,,10.1027/1864-9335/a000178,,,,11,"Psychology, Social",Psychology,AI4LM,WOS:000336836900002,,Green Published,,,4/26/19
45,J,"Harris, CR; Coburn, N; Rohrer, D; Pashler, H",,,,"Harris, Christine R.; Coburn, Noriko; Rohrer, Doug; Pashler, Harold",,,Two Failures to Replicate High-Performance-Goal Priming Effects,PLOS ONE,,,English,Article,,,,,,,IDENTIFICATION; FACILITATION; RECOGNITION; ACTIVATION; BEHAVIOR; CONTEXT; PURSUIT; MEMORY; WORDS; FALSE,"Bargh et al. (2001) reported two experiments in which people were exposed to words related to achievement (e. g., strive, attain) or to neutral words, and then performed a demanding cognitive task. Performance on the task was enhanced after exposure to the achievement related words. Bargh and colleagues concluded that better performance was due to the achievement words having activated a ""high-performance goal"". Because the paper has been cited well over 1100 times, an attempt to replicate its findings would seem warranted. Two direct replication attempts were performed. Results from the first experiment (n = 98) found no effect of priming, and the means were in the opposite direction from those reported by Bargh and colleagues. The second experiment followed up on the observation by Bargh et al. (2001) that high-performance-goal priming was enhanced by a 5-minute delay between priming and test. Adding such a delay, we still found no evidence for high-performance-goal priming (n = 66). These failures to replicate, along with other recent results, suggest that the literature on goal priming requires some skeptical scrutiny.","[Harris, Christine R.; Coburn, Noriko; Pashler, Harold] Univ Calif San Diego, Dept Psychol, La Jolla, CA 92093 USA; [Rohrer, Doug] Univ S Florida, Dept Psychol, Tampa, FL 33620 USA","Harris, CR (reprint author), Univ Calif San Diego, Dept Psychol, La Jolla, CA 92093 USA.",charris@ucsd.edu,,,James S. McDonnell Foundation; National Science Foundation [SBE-582 0542013],"This work was supported by a collaborative activity grant from the James S. McDonnell Foundation to HP and by the National Science Foundation (Grant SBE-582 0542013 to the University of California Sand Diego Temporal Dynamics of Learning Center). The opinions expressed here are those of the authors and do not represent views of the funding organizations that have supported this work. The funders had no role in study design, data collection and analysis, decision to publish, or preparation of the manuscript.",,39,14,14,0,17,PUBLIC LIBRARY SCIENCE,SAN FRANCISCO,"1160 BATTERY STREET, STE 100, SAN FRANCISCO, CA 94111 USA",1932-6203,,,PLOS ONE,PLoS One,16-Aug,2013,8,8,,,,,,,UNSP e72467,10.1371/journal.pone.0072467,,,,9,Multidisciplinary Sciences,Science & Technology - Other Topics,207BA,WOS:000323570200070,23977304,"DOAJ Gold, Green Published",,,4/26/19
46,J,"Zhu, L; Kay, AC; Eibach, RP",,,,"Zhu, Luke (Lei); Kay, Aaron C.; Eibach, Richard P.",,,A test of the flexible ideology hypothesis: System justification motives interact with ideological cueing to predict political judgments,JOURNAL OF EXPERIMENTAL SOCIAL PSYCHOLOGY,,,English,Article,,,,,,System justification theory; Ideology; Equality; Meritocracy; System dependence,MOTIVATED SOCIAL COGNITION; STATUS-QUO; INEQUALITY; SUPPORT; POLICIES,"We hypothesize that the system justification motive increases individuals' Susceptibility to ideological priming effects. We tested this hypothesis in a sample of 308 participants in which system justification, accessibility of meritocratic or egalitarian ideology, and judgment of a meritocratic or equal funding system were manipulated. As predicted, when the system justifying motive was activated, participants primed with meritocracy (egalitarianism) judged a meritocratic (equal) funding system as relatively more fair. The same pattern was not found when system justification motives were not activated. Theoretical implications are discussed. (C) 2013 Elsevier Inc. All rights reserved.","[Zhu, Luke (Lei)] Univ British Columbia, Vancouver, BC V6T 1Z2, Canada; [Kay, Aaron C.] Duke Univ, Durham, NC 27706 USA; [Eibach, Richard P.] Univ Waterloo, Waterloo, ON N2L 3G1, Canada","Zhu, L (reprint author), Univ British Columbia, 2053 Main Mall, Vancouver, BC V6T 1Z2, Canada.",luke.zhu@sauder.ubc.ca,,,,,,33,8,9,0,14,ACADEMIC PRESS INC ELSEVIER SCIENCE,SAN DIEGO,"525 B ST, STE 1900, SAN DIEGO, CA 92101-4495 USA",0022-1031,,,J EXP SOC PSYCHOL,J. Exp. Soc. Psychol.,JUL,2013,49,4,,,,,755,758,,10.1016/j.jesp.2013.03.007,,,,4,"Psychology, Social",Psychology,156VS,WOS:000319852600020,,,,,4/26/19
47,J,"Tusche, A; Kahnt, T; Wisniewski, D; Haynes, JD",,,,"Tusche, Anita; Kahnt, Thorsten; Wisniewski, David; Haynes, John-Dylan",,,Automatic processing of political preferences in the human brain,NEUROIMAGE,,,English,Article,,,,,,Political preferences; Preference-based decision-making; Donations; Automatic valuation; fMRI,IMPLICIT ASSOCIATION TEST; PREFRONTAL CORTEX; ELECTION OUTCOMES; DECISION-MAKING; TRUSTWORTHINESS; VALUATION; JUDGMENTS; BEHAVIOR; AMYGDALA; SIGNALS,"Individual political preferences as expressed, for instance, in votes or donations are fundamental to democratic societies. However, the relevance of deliberative processing for political preferences has been highly debated, putting automatic processes in the focus of attention. Based on this notion, the present study tested whether brain responses reflect participants' preferences for politicians and their associated political parties in the absence of explicit deliberation and attention. Participants were instructed to perform a demanding visual fixation task while their brain responses were measured using fMRI. Occasionally, task-irrelevant images of German politicians from two major competing parties were presented in the background while the distraction task was continued. Subsequent to scanning, participants' political preferences for these politicians and their affiliated parties were obtained. Brain responses in distinct brain areas predicted automatic political preferences at the different levels of abstraction: activation in the ventral striatum was positively correlated with preference ranks for unattended politicians, whereas participants' preferences for the affiliated political parties were reflected in activity in the insula and the cingulate cortex. Using an additional donation task, we showed that the automatic preference-related processing in the brain extended to real-world behavior that involved actual financial loss to participants. Together, these findings indicate that brain responses triggered by unattended and task-irrelevant political images reflect individual political preferences at different levels of abstraction. (C) 2013 Elsevier Inc. All rights reserved.","[Tusche, Anita; Kahnt, Thorsten; Wisniewski, David; Haynes, John-Dylan] Univ Med Berlin, Charite, Bernstein Ctr Computat Neurosci Berlin, Berlin, Germany; [Tusche, Anita; Kahnt, Thorsten; Wisniewski, David; Haynes, John-Dylan] Univ Med Berlin, Charite, Berlin Ctr Adv Neuroimaging, Berlin, Germany; [Tusche, Anita; Haynes, John-Dylan] Max Planck Inst Human Cognit & Brain Sci, D-04103 Leipzig, Germany; [Kahnt, Thorsten] Univ Zurich, Lab Social & Neural Syst Res, Zurich, Switzerland; [Kahnt, Thorsten; Wisniewski, David; Haynes, John-Dylan] Humboldt Univ, Grad Sch Mind & Brain, Berlin, Germany; [Haynes, John-Dylan] Univ Med Berlin, Charite, Excellence Cluster NeuroCure, Berlin, Germany","Tusche, A (reprint author), Max Planck Inst Human Cognit & Brain Sci, Stephanstr 1A, D-04103 Leipzig, Germany.",atusche@cbs.mpg.de; haynes@bccn-berlin.de,"Haynes, John-Dylan/Q-1148-2016","Haynes, John-Dylan/0000-0003-1786-6954; Kahnt, Thorsten/0000-0002-3575-2670; Wisniewski, David/0000-0003-4793-1171; Tusche, Anita/0000-0003-4180-8447",,,,47,15,15,0,33,ACADEMIC PRESS INC ELSEVIER SCIENCE,SAN DIEGO,"525 B ST, STE 1900, SAN DIEGO, CA 92101-4495 USA",1053-8119,,,NEUROIMAGE,Neuroimage,15-May,2013,72,,,,,,174,182,,10.1016/j.neuroimage.2013.01.020,,,,9,"Neurosciences; Neuroimaging; Radiology, Nuclear Medicine & Medical Imaging","Neurosciences & Neurology; Radiology, Nuclear Medicine & Medical Imaging",120JO,WOS:000317166800017,23353599,,,,4/26/19
48,J,"Baumard, N; Andre, JB; Sperber, D",,,,"Baumard, Nicolas; Andre, Jean-Baptiste; Sperber, Dan",,,A mutualistic approach to morality: The evolution of fairness by partner choice,BEHAVIORAL AND BRAIN SCIENCES,,,English,Article,,,,,,cooperation; fairness; economic games; evolutionary psychology; morality; partner choice,BRAIN-MIND CYCLE; PUBLIC-GOODS EXPERIMENTS; SELF-REGULATION; COMPETITIVE ALTRUISM; GROUP SELECTION; CLEANER FISH; SEXUAL SELECTION; 3RD-PARTY PUNISHMENT; DISTRIBUTIVE JUSTICE; COOPERATIVE BEHAVIOR,"What makes humans moral beings? This question can be understood either as a proximate ""how"" question or as an ultimate ""why"" question. The ""how"" question is about the mental and social mechanisms that produce moral judgments and interactions, and has been investigated by psychologists and social scientists. The ""why"" question is about the fitness consequences that explain why humans have morality, and has been discussed by evolutionary biologists in the context of the evolution of cooperation. Our goal here is to contribute to a fruitful articulation of such proximate and ultimate explanations of human morality. We develop an approach to morality as an adaptation to an environment in which individuals were in competition to be chosen and recruited in mutually advantageous cooperative interactions. In this environment, the best strategy is to treat others with impartiality and to share the costs and benefits of cooperation equally. Those who offer less than others will be left out of cooperation; conversely, those who offer more will be exploited by their partners. In line with this mutualistic approach, the study of a range of economic games involving property rights, collective actions, mutual help and punishment shows that participants' distributions aim at sharing the costs and benefits of interactions in an impartial way. In particular, the distribution of resources is influenced by effort and talent, and the perception of each participant's rights on the resources to be distributed.","[Baumard, Nicolas] Univ Oxford, Inst Cognit & Evolutionary Anthropol, Oxford OX2 6PN, England; [Baumard, Nicolas] Univ Penn, Philosophy Polit & Econ Program, Philadelphia, PA 19104 USA; [Andre, Jean-Baptiste] Ecole Normale Super, Lab Ecol & Evolut, CNRS, UMR 7625, F-75005 Paris, France; [Sperber, Dan] CNRS, EHESS, ENS, Inst Jean Nicod, F-75005 Paris, France; [Sperber, Dan] Cent European Univ, Dept Cognit Sci, H-1051 Budapest, Hungary; [Sperber, Dan] Cent European Univ, Dept Philosophy, H-1051 Budapest, Hungary","Baumard, N (reprint author), Univ Oxford, Inst Cognit & Evolutionary Anthropol, Oxford OX2 6PN, England.",nbaumard@gmail.com; jeanbaptisteandre@gmail.com; dan@sperber.fr,"Andre, Jean-Baptiste/D-1634-2018","Andre, Jean-Baptiste/0000-0001-9069-447X",,,,543,163,166,7,200,CAMBRIDGE UNIV PRESS,NEW YORK,"32 AVENUE OF THE AMERICAS, NEW YORK, NY 10013-2473 USA",0140-525X,1469-1825,,BEHAV BRAIN SCI,Behav. Brain Sci.,FEB,2013,36,1,,,,,59,78,,10.1017/S0140525X11002202,,,,20,"Psychology, Biological; Behavioral Sciences; Neurosciences",Psychology; Behavioral Sciences; Neurosciences & Neurology,086NF,WOS:000314690900002,23445574,,,,4/26/19
49,J,"Devos, T; Ma, DS",,,,"Devos, Thierry; Ma, Debbie S.",,,"How ""American"" is Barack Obama? The Role of National Identity in a Historic Bid for the White House",JOURNAL OF APPLIED SOCIAL PSYCHOLOGY,,,English,Article,,,,,,,IMPLICIT ASSOCIATION TEST; DISCRIMINATORY BEHAVIOR; PRESIDENTIAL-ELECTION; EXPLICIT ATTITUDES; RACIAL-ATTITUDES; INTERGROUP BIAS; CATEGORIZATION; STEREOTYPES; PREJUDICE; COGNITION,"Against the backdrop of the 2008 presidential election, we examined the extent to which the American identity was implicitly and explicitly associated with Barack Obama compared to Tony Blair (Study 1), Hillary Clinton (Study 2), and John McCain (Studies 3 and 4). When conscious control was relatively limited and targets were categorized based on race, the American identity was less strongly associated with Obama than with the other candidates. This effect was stronger than when the candidates were categorized based on their personal identity (Studies 14), gender (Study 2), political affiliation (Study 3), or age (Study 4). In addition, the extent to which candidates were differentiated in terms of implicit and explicit associations with the American identity predicted the relative willingness to actively support them.","[Devos, Thierry] San Diego State Univ, Dept Psychol, San Diego, CA 92182 USA; [Ma, Debbie S.] Calif State Univ Northridge, Northridge, CA 91330 USA","Devos, T (reprint author), San Diego State Univ, Dept Psychol, 5500 Campanile Dr, San Diego, CA 92182 USA.",tdevos@mail.sdsu.edu,,,,,,47,15,15,0,15,WILEY-BLACKWELL,HOBOKEN,"111 RIVER ST, HOBOKEN 07030-5774, NJ USA",0021-9029,,,J APPL SOC PSYCHOL,J. Appl. Soc. Psychol.,JAN,2013,43,1,,,,,214,226,,10.1111/jasp.12069,,,,13,"Psychology, Social",Psychology,075VH,WOS:000313914600020,,,,,4/26/19
