uniqueID,PT,AU,BA,BE,GP,AF,BF,CA,TI,SO,SE,BS,LA,DT,CT,CY,CL,SP,HO,DE,ID,AB,C1,RP,EM,RI,OI,FU,FX,CR,NR,TC,Z9,U1,U2,PU,PI,PA,SN,EI,BN,J9,JI,PD,PY,VL,IS,PN,SU,SI,MA,BP,EP,AR,DI,D2,EA,EY,PG,WC,SC,GA,UT,PM,OA,HC,HP,DA
234,J,"Parzuchowski, M; Szymkow, A; Baryla, W; Wojciszke, B",,,,"Parzuchowski, Michal; Szymkow, Aleksandra; Baryla, Wieslaw; Wojciszke, Bogdan",,,From the heart: hand over heart as an embodiment of honesty,COGNITIVE PROCESSING,,,English,Article,,,,,,Embodiment; Honesty; Gestures; Hand over heart,SELF-PRESENTATION; GROUNDED COGNITION; MORAL JUDGMENTS; DETERMINANTS; MOVEMENTS; FEEDBACK; BEHAVIOR; ENHANCEMENT; TEMPERATURE; PERCEPTION,"Motor movements increase the accessibility of the thought content and processes with which they typically co-occur. In two studies, we demonstrate that putting a hand on one's heart is associated with honesty, both perceived in others and shown in one's own behavior. Target persons photographed when performing this gesture appeared more trustworthy than the same targets photographed with both hands down (Study 1). Participants who put their hand on their hearts were more willing to admit their lack of knowledge (Study 2), compared to when they performed a neutral gesture. These findings replicate and extend the notion that bodily experience related to abstract concepts of honesty can influence both perceptions of others, and one's own actions.","[Parzuchowski, Michal; Szymkow, Aleksandra; Baryla, Wieslaw; Wojciszke, Bogdan] Univ Social Sci & Humanities, SWPS, PL-81745 Sopot, Poland","Parzuchowski, M (reprint author), Univ Social Sci & Humanities, SWPS, Ul Polna 16-20, PL-81745 Sopot, Poland.",mparzuchowski@swps.edu.pl,,"Parzuchowski, Michal/0000-0002-8960-0277",,,,61,5,5,0,11,SPRINGER HEIDELBERG,HEIDELBERG,"TIERGARTENSTRASSE 17, D-69121 HEIDELBERG, GERMANY",1612-4782,1612-4790,,COGN PROCESS,Cogn. Process.,AUG,2014,15,3,,,,,237,244,,10.1007/s10339-014-0606-4,,,,8,"Psychology, Experimental",Psychology,AW1GK,WOS:000346038100002,24622966,"Other Gold, Green Published",,,4/26/19
235,J,"Perez, D; Steinhart, Y",,,,"Perez, Dikla; Steinhart, Yael",,,Not so personal: The benefits of social identity ad appeals with activation in advertising,SOCIAL INFLUENCE,,,English,Article,,,,,,Personalization; Social identity; Ad appeal; Privacy concern; Activation,ATTENTION,"Selecting the most effective advertising appeals is a major challenge for marketers and advertisers. This research addresses this challenge by examining the moderating effect of activation, an advertising technique that invites individuals to engage in a motor activity in order to reveal the ad message, on ad appeal type (name, social identity, and general appeals) in leveraging ad evaluations. The results of three studies show that ad appeals referring to individuals' social identity, especially in the presence of activation, enhance product evaluations and actual product choices. The findings also suggest that privacy concerns play a mediating role in determining these effects.","[Perez, Dikla; Steinhart, Yael] Tel Aviv Univ, Recanati Grad Sch Business, Dept Mkt, Ramat Aviv, Israel","Perez, D (reprint author), Tel Aviv Univ, Recanati Grad Sch Business, Dept Mkt, Ramat Aviv, Israel.",diklaperez@gmail.com,,,,,,34,0,0,1,20,"ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD",ABINGDON,"2-4 PARK SQUARE, MILTON PARK, ABINGDON OX14 4RN, OXON, ENGLAND",1553-4510,1553-4529,,SOC INFLUENCE,Soc. Influ.,3-Jul,2014,9,3,,,,,224,241,,10.1080/15534510.2013.822825,,,,18,"Psychology, Social",Psychology,AE5WF,WOS:000334059300005,,,,,4/26/19
236,J,"Ent, MR; Baumeister, RF",,,,"Ent, Michael R.; Baumeister, Roy F.",,,Embodied free will beliefs: Some effects of physical states on metaphysical opinions,CONSCIOUSNESS AND COGNITION,,,English,Article,,,,,,Free will; Embodied cognition,ATTITUDES; LIFE,"The present research suggests that people's bodily states affect their beliefs about free will. People with epilepsy and people with panic disorder, which are disorders characterized by a lack of control over one's body, reported less belief in free will compared to people without such disorders (Study 1). The more intensely people felt sexual desire, physical tiredness, and the urge to urinate, the less they believed in free will (Study 2). Among non-dieters, the more intensely they felt hunger, the less they believed in free will. However, dieters showed a trend in the opposite direction (Study 3). (C) 2014 Elsevier Inc. All rights reserved.","[Ent, Michael R.; Baumeister, Roy F.] Florida State Univ, Tallahassee, FL 32306 USA","Ent, MR (reprint author), Florida State Univ, 1107 West Call St, Tallahassee, FL 32306 USA.",ent@psy.fsu.edu,"Baumeister, Roy/R-7232-2016","Baumeister, Roy/0000-0003-1413-3296",,,,29,7,7,0,14,ACADEMIC PRESS INC ELSEVIER SCIENCE,SAN DIEGO,"525 B ST, STE 1900, SAN DIEGO, CA 92101-4495 USA",1053-8100,1090-2376,,CONSCIOUS COGN,Conscious. Cogn.,JUL,2014,27,,,,,,147,154,,10.1016/j.concog.2014.05.001,,,,8,"Psychology, Experimental",Psychology,AM0LC,WOS:000339536100013,24905544,,,,4/26/19
237,J,"Polackova Solcova, I; Lacev, A; Solcova, I",,,,"Polackova Solcova, Iva; Lacev, Alek; Solcova, Iva",,,Study of individual and group affective processes in the crew of a simulated mission to Mars: Positive affectivity as a valuable indicator of changes in the crew affectivity,ACTA ASTRONAUTICA,,,English,Article,,,,,,Mars-500; Group isolation; Emotion; Emotion regulation; Mood,EMOTIONS; SELF,"The success of a long-duration space mission depends on various technical demands as well as on the psychological (cognitive, affective, and motivational) adaptation of crewmembers and the quality of interactions within the crew. We examined the ways crewmembers of a 520-day simulated spaceflight to Mars (held in the Institute for Biomedical Problems, in Moscow) experienced and regulated their moods and emotions. Results show that crewmembers experienced predominantly positive emotions throughout their 520-day isolation and the changes in mood of the crewmembers were asynchronous and balanced. The study suggests that during the simulation, crewmembers experienced and regulated their emotions differently than they usually do in their everyday life. In isolation, crewmembers preferred to suppress and neutralize their negative emotions and express overtly only emotions with positive valence. Although the affective processes were almost invariable throughout the simulation, two periods of time when the level of positive emotions declined were identified. Regarding the findings, the paper suggests that changes in positive affectivity could be a more valuable indicator of human experience in demanding but professional environments than changes in negative affectivity. Finally, the paper discusses the phenomenology of emotions during a real space mission. (C) 2014 IAA. Published by Elsevier Ltd. All rights reserved.","[Polackova Solcova, Iva; Solcova, Iva] Acad Sci Czech Republic, Inst Psychol, Prague, Czech Republic; [Lacev, Alek] Charles Univ Prague, Dept Psychol, Fac Arts, Prague, Czech Republic","Polackova Solcova, I (reprint author), Acad Sci Czech Republic, Inst Psychol, Prague, Czech Republic.",polackova@praha.psu.cas.cz; alek.lacev@gmail.com; solcova@praha.psu.cas.cz,"Solcova, Iva/H-4392-2014; Polackova Solcova, Iva/H-6837-2014","Polackova Solcova, Iva/0000-0003-3130-5416",,,,30,5,6,0,8,PERGAMON-ELSEVIER SCIENCE LTD,OXFORD,"THE BOULEVARD, LANGFORD LANE, KIDLINGTON, OXFORD OX5 1GB, ENGLAND",0094-5765,1879-2030,,ACTA ASTRONAUT,Acta Astronaut.,JUL-AUG,2014,100,,,,,,57,67,,10.1016/j.actaastro.2014.03.016,,,,11,"Engineering, Aerospace",Engineering,AI8VG,WOS:000337204500007,,,,,4/26/19
238,J,"Labroo, AA; Mukhopadhyay, A; Dong, P",,,,"Labroo, Aparna A.; Mukhopadhyay, Anirban; Dong, Ping",,,Not always the best medicine: Why frequent smiling can reduce wellbeing,JOURNAL OF EXPERIMENTAL SOCIAL PSYCHOLOGY,,,English,Article,,,,,,Embodiment; Happiness; Lay theories; Social cognition; Wellbeing,FACIAL FEEDBACK HYPOTHESIS; LAGGED PANEL ANALYSIS; EMOTIONAL EXPERIENCE; POSITIVE AFFECT; VASCULAR THEORY; SELF-REGULATION; HAPPINESS; MOOD; EXPRESSIONS; STRATEGIES,"Conventional wisdom (and existing research) suggests that the more people smile, the more positive they feel, and positive feelings are known to enhance wellbeing. Across three studies, instead, we show more frequent smiling does not always increase happiness, and as a consequence, wellbeing. Frequent smiling results in more wellbeing than infrequent smiling only among people who interpret smiling as reactive or reflecting happiness. Among people who interpret smiling as proactive and causing happiness, frequent smiling results in less wellbeing than infrequent smiling. Here, frequent smiling backfires, evoking less happiness than infrequent smiling, which in turn reduces wellbeing. Thus, smiling by itself does not increase happiness, or wellbeing. Instead, the belief that one must already be happy when one smiles is what increases happiness, and as a result, wellbeing. (128 words) (C) 2014 Elsevier Inc. All rights reserved.","[Labroo, Aparna A.] Northwestern Univ, Kellogg Sch Management, Evanston, IL 60102 USA; [Mukhopadhyay, Anirban] Hong Kong Univ Sci & Technol, Hong Kong, Hong Kong, Peoples R China; [Dong, Ping] Univ Toronto, Rotman Sch Management, Toronto, ON M5S 1A1, Canada","Labroo, AA (reprint author), Northwestern Univ, Kellogg Sch Management, 2001 Sheridan Ave, Evanston, IL 60102 USA.",a-labroo@kellogg.northwestern.edu,,"Mukhopadhyay, Anirban/0000-0002-8737-0383",,,,49,4,4,0,34,ACADEMIC PRESS INC ELSEVIER SCIENCE,SAN DIEGO,"525 B ST, STE 1900, SAN DIEGO, CA 92101-4495 USA",0022-1031,1096-0465,,J EXP SOC PSYCHOL,J. Exp. Soc. Psychol.,JUL,2014,53,,,,,,156,162,,10.1016/j.jesp.2014.03.001,,,,7,"Psychology, Social",Psychology,AI3OI,WOS:000336771400017,,,,,4/26/19
239,J,"Koch, SC",,,,"Koch, Sabine C.",,,Rhythm is it: effects of dynamic body feedback on affect and attitudes,FRONTIERS IN PSYCHOLOGY,,,English,Article,,,,,,embodiment; body feedback; approach and avoidance motor behavior; attitudes; movement qualities; movement rhythms; movement analysis; dance movement therapy,MOTOR CONGRUENCE; ARM FLEXION; EMOTION; MOVEMENT; HYPOTHESIS; BEHAVIOR; PERCEPTION; EXPERIENCE; AVOIDANCE; EXTENSION,"Body feedback is the proprioceptive feedback that denominates the afferent information from position and movement of the body to the central nervous system. It is crucial in experiencing emotions, in forming attitudes and in regulating emotions and behavior. This paper investigates effects of dynamic body feedback on affect and attitudes, focusing on the impact of movement rhythms with smooth vs. sharp reversals as one basic category of movement qualities. It relates those qualities to already explored effects of approach vs. avoidance motor behavior as one basic category of movement shape. Studies 1 and 2 tested the effects of one of two basic movement qualities (smooth vs. sharp rhythms) on affect and cognition. The third study tested those movement qualities in combination with movement shape (approach vs. avoidance motor behavior) and the effects of those combinations on affect and attitudes toward initially valence-free stimuli. Results suggest that movement rhythms influence affect (studies 1 and 2), and attitudes (study 3), and moderate the impact of approach and avoidance motor behavior on attitudes (study 3). Extending static body feedback research with a dynamic account, findings indicate that movement qualities next to movement shape play an important role, when movement of the lived body is an independent variable.","[Koch, Sabine C.] SRH Univ Heidelberg, D-69123 Heidelberg, Germany; [Koch, Sabine C.] Heidelberg Univ, Heidelberg, Germany","Koch, SC (reprint author), SRH Univ Heidelberg, Maria Probst Str 3, D-69123 Heidelberg, Germany.",sabine.koch@hochschule-heidelberg.de,,,,,,69,16,16,0,20,FRONTIERS MEDIA SA,LAUSANNE,"AVENUE DU TRIBUNAL FEDERAL 34, LAUSANNE, CH-1015, SWITZERLAND",1664-1078,,,FRONT PSYCHOL,Front. Psychol.,10-Jun,2014,5,,,,,,,,537,10.3389/fpsyg.2014.00537,,,,11,"Psychology, Multidisciplinary",Psychology,AJ6ZO,WOS:000337845600001,24959153,"DOAJ Gold, Green Published",,,4/26/19
240,J,"Fuchs, T; Koch, SC",,,,"Fuchs, Thomas; Koch, Sabine C.",,,Embodied affectivity: on moving and being moved,FRONTIERS IN PSYCHOLOGY,,,English,Article,,,,,,embodiment; affect; emotion; body feedback; embodied intersubjectivity; interaffectivity; psychopathology; embodied therapies,RANDOMIZED CONTROLLED-TRIAL; AUTISM; DEPRESSION; ALEXITHYMIA; HYPOTHESIS; SOMATOFORM; DISORDERS; IMITATION; COGNITION; MOVEMENT,"There is a growing body of research indicating that bodily sensation and behavior strongly influences one's emotional reaction toward certain situations or objects. On this background, a framework model of embodied affectivity(1) is suggested: we regard emotions as resulting from the circular interaction between affective qualities or affordances in the environment and the subject's bodily resonance, be it in the form of sensations, postures, expressive movements or movement tendencies. Motion and emotion are thus intrinsically connected: one is moved by movement (perception; impression; affection(2)) and moved to move (action; expression; e-motion). Through its resonance, the body functions as a medium of emotional perception: it colors or charges self-experience and the environment with affective valences while it remains itself in the background of one's own awareness. This model is then applied to emotional social understanding or interaffectivity which is regarded as an intertwinement of two cycles of embodied affectivity, thus continuously modifying each partner's affective affordances and bodily resonance. We conclude with considerations of how embodied affectivity is altered in psychopathology and can be addressed in psychotherapy of the embodied self.","[Fuchs, Thomas] Univ Clin Heidelberg, Heidelberg, Germany; [Koch, Sabine C.] SRH Univ Heidelberg, Dept Therapeut Sci, D-69123 Heidelberg, Germany","Koch, SC (reprint author), SRH Univ Heidelberg, Movement Therapy Dept, Maria Probst Str 3, D-69123 Heidelberg, Germany.",sabine.koch@hochschule-heidelberg.de,,,,,,103,67,67,3,52,FRONTIERS MEDIA SA,LAUSANNE,"AVENUE DU TRIBUNAL FEDERAL 34, LAUSANNE, CH-1015, SWITZERLAND",1664-1078,,,FRONT PSYCHOL,Front. Psychol.,6-Jun,2014,5,,,,,,,,508,10.3389/fpsyg.2014.00508,,,,12,"Psychology, Multidisciplinary",Psychology,AJ6XO,WOS:000337840000001,24936191,"DOAJ Gold, Green Published",,,4/26/19
241,J,"Lakens, D",,,,"Lakens, Daniel",,,GROUNDING SOCIAL EMBODIMENT,SOCIAL COGNITION,,,English,Article,,,,,,,CONCEPTUAL METAPHOR THEORY; VERTICAL SPACE; MENTAL SIMULATION; COGNITION; REPRESENTATION; REPLICATION; INFORMATION; PERCEPTION; PSYCHOLOGY; INFERENCE,"Social embodiment research examines how thoughts, affect, and behavior are influenced by sensory, motor, and perceptual cues in the environment. It has repeatedly received criticism due to a focus on demonstration studies. Here, I aim to identify some of the possible reasons underlying the lack of theoretical progress. First, I warn against relying too strongly on inductive inferences due to the weak empirical support for social embodiment findings. Second, I will discuss two dominant theoretical frameworks in social embodiment research (conceptual metaphor theory and perceptual symbol systems theory) in light of their potential to inspire empirically testable hypotheses. Finally, I propose that one way to turn social embodiment research into a progressive research line is to integrate it more firmly with past theoretical work in social cognition, and to focus on understanding the contexts in which concrete cues in the environment are salient and accessible enough to influence social inferences.","Eindhoven Univ Technol, IPO 133, Human Technol Interact Grp, NL-5600 MB Eindhoven, Netherlands","Lakens, D (reprint author), Eindhoven Univ Technol, IPO 133, Human Technol Interact Grp, POB 513, NL-5600 MB Eindhoven, Netherlands.",D.Lakens@tue.nl,"Lakens, Daniel/K-3831-2015","Lakens, Daniel/0000-0002-0247-239X",,,,94,13,13,0,22,GUILFORD PUBLICATIONS INC,NEW YORK,"370 SEVENTH AVE, SUITE 1200, NEW YORK, NY 10001-1020 USA",0278-016X,,,SOC COGNITION,Soc. Cogn.,JUN,2014,32,,,S,SI,,168,183,,10.1521/soco.2014.32.supp.168,,,,16,"Psychology, Social",Psychology,AL8LC,WOS:000339389200011,,,,,4/26/19
242,J,"Topolinski, S; Maschmann, IT; Pecher, D; Winkielman, P",,,,"Topolinski, Sascha; Maschmann, Ira Theresa; Pecher, Diane; Winkielman, Piotr",,,Oral Approach-Avoidance: Affective Consequences of Muscular Articulation Dynamics,JOURNAL OF PERSONALITY AND SOCIAL PSYCHOLOGY,,,English,Article,,,,,,approach-avoidance; articulation; embodiment; metaphors; phonation,PHASIC AFFECTIVE MODULATION; PHONETIC SYMBOLISM; MERE EXPOSURE; SEMANTIC COHERENCE; ARM FLEXION; EMBODIMENT; FLUENCY; DETERMINANTS; PSYCHOLOGY; PREFERENCE,"Can mouth movements shape attitudes? When people articulate different consonants (e. g., B or K) they press the tongue and the lips against various spots in the mouth. This allows for construction of words that feature systematic wanderings of consonantal stricture spots either from the front to the rear (inward; e.g., BENOKA) or from the rear to the front (outward; e. g., KENOBA) of the mouth. These wanderings of muscular strictures resemble the oral kinematics during either deglution (swallowing-like, inward movement) or expectoration (spitting-like, outward movement). Thus, we predicted that the articulation of inward and outward words induces motivational states associated with deglutition and expectoration-namely, approach and avoidance-which was tested in 9 experiments (total N = 822). Inward words were preferred over outward words, being labeled as nonsense words (Experiments 1, 4, 5, 6, and 9), company names (Experiment 2), or person names (Experiments 3, 7, and 8), with control words falling in between (Experiment 5). As a social-behavioral consequence, ostensible chat partners were more often chosen to interact with when having inward compared to outward names (Experiment 7). The effect was found in German-speaking (Experiments 1-5) and English-speaking (Experiment 6) samples, and it occurred even under silent reading (all experiments) and for negatively labeled targets (names of villains; Experiment 8). Showing articulation simulations as being the causal undercurrent, this effect was absent in aphasia patients who lacked covert subvocalizations (Experiment 9).","[Topolinski, Sascha] Univ Cologne, Dept Psychol, D-50931 Cologne, Germany; [Maschmann, Ira Theresa] Univ Wurzburg, Dept Psychol, Wurzburg, Germany; [Pecher, Diane] Erasmus Univ, Dept Psychol, Rotterdam, Netherlands; [Winkielman, Piotr] Univ Calif San Diego, Dept Psychol, San Diego, CA 92103 USA","Topolinski, S (reprint author), Univ Cologne, Dept Psychol Social & Econ Cognit 2, Richard Strauss Str 2, D-50931 Cologne, Germany.",sascha.topolinski@uni-koeln.de,,"Winkielman, Piotr/0000-0003-2330-1802",,,,87,38,38,2,23,AMER PSYCHOLOGICAL ASSOC,WASHINGTON,"750 FIRST ST NE, WASHINGTON, DC 20002-4242 USA",0022-3514,1939-1315,,J PERS SOC PSYCHOL,J. Pers. Soc. Psychol.,JUN,2014,106,6,,,,,885,896,,10.1037/a0036477,,,,12,"Psychology, Social",Psychology,AJ7SN,WOS:000337897500002,24841094,,,,4/26/19
243,J,"Bilewicz, M; Kogan, A",,,,"Bilewicz, Michal; Kogan, Aleksandra",,,Embodying imagined contact: Facial feedback moderates the intergroup consequences of mental simulation,BRITISH JOURNAL OF SOCIAL PSYCHOLOGY,,,English,Article,,,,,,,EXTENDED CONTACT; PREJUDICE; ATTITUDES; HYPOTHESIS; OUTGROUPS; EXPOSURE; IMPLICIT,"Imagined contact is a fruitful strategy of improving intergroup attitudes. There are several mechanisms responsible for the effectiveness of such contact. This article presents a test of an affective mechanism of imagined contact by applying a facial feedback procedure. We used a physical blockade of the zygomaticus major muscle, known to constrain people's experience of emotional states. Participants imagining intergroup contact expressed more positive attitudes towards an outgroup when they could physically mimic a positive affective state by smiling, but there was no such effect when embodiment was constrained. The interactive effects on attitudes appeared due to greater perception of outgroup warmth. This study presents the first attempt to explain the role of embodiment in the improvement of intergroup relations.","[Bilewicz, Michal; Kogan, Aleksandra] Univ Warsaw, Fac Psychol, PL-00183 Warsaw, Poland","Bilewicz, M (reprint author), Univ Warsaw, Fac Psychol, Stawki 5-7, PL-00183 Warsaw, Poland.",bilewicz@psych.uw.edu.pl,,"Bilewicz, Michal/0000-0001-5027-1691",,,,30,3,4,2,16,WILEY-BLACKWELL,HOBOKEN,"111 RIVER ST, HOBOKEN 07030-5774, NJ USA",0144-6665,2044-8309,,BRIT J SOC PSYCHOL,Br. J. Soc. Psychol.,JUN,2014,53,2,,,,,387,395,,10.1111/bjso.12057,,,,9,"Psychology, Social",Psychology,AJ4VY,WOS:000337678100012,24313834,,,,4/26/19
244,J,"Brooks, AW",,,,"Brooks, Alison Wood",,,Get Excited: Reappraising Pre-Performance Anxiety as Excitement,JOURNAL OF EXPERIMENTAL PSYCHOLOGY-GENERAL,,,English,Article,,,,,,anxiety; excitement; reappraisal; emotion regulation; arousal congruency,DECISION-MAKING; SELF-TALK; SOCIAL INTERACTIONS; EMOTION REGULATION; REGULATORY FOCUS; INDIVIDUAL-DIFFERENCES; POSITIVE PSYCHOLOGY; MATH PERFORMANCE; WORKING-MEMORY; STRESS,"Individuals often feel anxious in anticipation of tasks such as speaking in public or meeting with a boss. I find that an overwhelming majority of people believe trying to calm down is the best way to cope with pre-performance anxiety. However, across several studies involving karaoke singing, public speaking, and math performance, I investigate an alternative strategy: reappraising anxiety as excitement. Compared with those who attempt to calm down, individuals who reappraise their anxious arousal as excitement feel more excited and perform better. Individuals can reappraise anxiety as excitement using minimal strategies such as self-talk (e. g., saying ""I am excited"" out loud) or simple messages (e. g., ""get excited""), which lead them to feel more excited, adopt an opportunity mind-set (as opposed to a threat mind-set), and improve their subsequent performance. These findings suggest the importance of arousal congruency during the emotional reappraisal process.","[Brooks, Alison Wood] Harvard Univ, Sch Business, Boston, MA 02163 USA","Brooks, AW (reprint author), Harvard Univ, Sch Business, Negotiat Org & Markets Unit, 463 Baker Lib, Boston, MA 02163 USA.",awbrooks@hbs.edu,,,,,,107,60,61,1,61,AMER PSYCHOLOGICAL ASSOC,WASHINGTON,"750 FIRST ST NE, WASHINGTON, DC 20002-4242 USA",0096-3445,1939-2222,,J EXP PSYCHOL GEN,J. Exp. Psychol.-Gen.,JUN,2014,143,3,,,,,1144,1158,,10.1037/a0035325,,,,15,"Psychology, Experimental",Psychology,AI3TK,WOS:000336786300018,24364682,,,,4/26/19
245,J,"Gracanin, A; Bylsma, LM; Vingerhoets, AJJM",,,,"Gracanin, Asmir; Bylsma, Lauren M.; Vingerhoets, Ad J. J. M.",,,Is crying a self-soothing behavior?,FRONTIERS IN PSYCHOLOGY,,,English,Article,,,,,,emotion regulation; self-soothing; social-soothing; mood management; crying,MAJOR DEPRESSIVE DISORDER; FACIAL FEEDBACK HYPOTHESIS; HEART-RATE; INDIVIDUAL-DIFFERENCES; PREFRONTAL CORTEX; EMOTIONAL TEARS; SOCIAL SUPPORT; GROWTH-FACTOR; OXYTOCIN; MOOD,"This contribution describes the current state-of-the-art of the scientific literature regarding the self-soothing effects of crying. Starting from the general hypothesis that crying is a self-soothing behavior, we consider different mechanisms through which these effects may appear. In the first section, we briefly explain the main functions of human crying. Then we define self-soothing in terms of homeostatic processes of mood regulation and stress reduction and we underline the importance of distinguishing self-soothing effects of crying from social-soothing that it may elicit. We then provide a comprehensive review of the putative mood-enhancing and -relieving effects of crying and their variations stemming from characteristics of crying person, antecedents, manifestations, and social consequences of crying. We also discuss the possible methodological explanations for the seemingly discrepant findings regarding mood improvement and relief that may follow crying. We then provide theoretical and empirical support for our general hypothesis that crying is a self-soothing behavior by presenting and evaluating the possible physiological, cognitive, and behavioral mechanisms that may play a mediating role in the relationship between crying and homeostatic regulation that includes mood improvement and relief. Starting from the idea that social-soothing and self-soothing mechanisms share the same physiological systems, we propose that biological processes act in parallel with learning and reappraisal processes that accompany crying, which results in homeostatic regulation. Given the parallels between self-soothing behaviors in humans and animals, we also propose that crying might self-soothe through a mechanism that shares key properties with rhythmical, stereotypic behaviors. We conclude that, in addition to the importance of socially mediated mechanisms for the mood-enhancing effects of crying, there is converging evidence for the direct, self-soothing effects of crying.","[Gracanin, Asmir] Univ Rijeka, Fac Humanities & Social Sci, Dept Psychol, Rijeka 51000, Croatia; [Bylsma, Lauren M.] Univ Pittsburgh, Dept Psychiat, Pittsburgh, PA USA; [Vingerhoets, Ad J. J. M.] Tilburg Univ, Dept Med & Clin Psychol, NL-5000 LE Tilburg, Netherlands","Gracanin, A (reprint author), Univ Rijeka, Fac Humanities & Social Sci, Dept Psychol, Sveucilisna Ave 4, Rijeka 51000, Croatia.",agracanin@ffri.hr,"Gracanin, Asmir/S-7147-2018","Gracanin, Asmir/0000-0002-4824-9046",NIMH NIH HHS [L30 MH101750],,,108,20,20,4,38,FRONTIERS MEDIA SA,LAUSANNE,"AVENUE DU TRIBUNAL FEDERAL 34, LAUSANNE, CH-1015, SWITZERLAND",1664-1078,,,FRONT PSYCHOL,Front. Psychol.,28-May,2014,5,,,,,,,,502,10.3389/fpsyg.2014.00502,,,,15,"Psychology, Multidisciplinary",Psychology,AJ3BE,WOS:000337539300001,24904511,"DOAJ Gold, Green Published",,,4/26/19
246,J,"Weinreich, A; Funcke, JM",,,,"Weinreich, Andre; Funcke, Jakob Maria",,,Embodied simulation as part of affective evaluation processes: Task dependence of valence concordant EMG activity,COGNITION & EMOTION,,,English,Article,,,,,,Affective evaluation; Embodied emotion; EMG; Simulation; Valence,ELECTROMYOGRAPHIC ACTIVITY; ATTENTION ALLOCATION; PICTURES; EMOTION; MISATTRIBUTION; MOTIVATION; FEELINGS; LANGUAGE,"Drawing on recent findings, this study examines whether valence concordant electromyography (EMG) responses can be explained as an unconditional effect of mere stimulus processing or as somatosensory simulation driven by task-dependent processing strategies. While facial EMG over the Corrugator supercilii and the Zygomaticus major was measured, each participant performed two tasks with pictures of album covers. One task was an affective evaluation task and the other was to attribute the album covers to one of five decades. The Embodied Emotion Account predicts that valence concordant EMG is more likely to occur if the task necessitates a somatosensory simulation of the evaluative meaning of stimuli. Results support this prediction with regard to Corrugator supercilii in that valence concordant EMG activity was only present in the affective evaluation task but not in the non-evaluative task. Results for the Zygomaticus major were ambiguous. Our findings are in line with the view that EMG activity is an embodied part of the evaluation process and not a mere physical outcome.","[Weinreich, Andre; Funcke, Jakob Maria] Humboldt Univ, Dept Psychol, D-10099 Berlin, Germany","Weinreich, A (reprint author), Humboldt Univ, Dept Psychol, Unter Linden 6, D-10099 Berlin, Germany.",a.weinreich@psychologie.hu-berlin.de,,,,,,26,8,8,0,13,"ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD",ABINGDON,"4 PARK SQUARE, MILTON PARK, ABINGDON OX14 4RN, OXFORDSHIRE, ENGLAND",0269-9931,1464-0600,,COGNITION EMOTION,Cogn. Emot.,19-May,2014,28,4,,,,,728,736,,10.1080/02699931.2013.848788,,,,9,"Psychology, Experimental",Psychology,AE5OV,WOS:000334039400010,24191961,,,,4/26/19
